25.50 & -852.83 & 364.92 \\
75.50 & -42.28 &  6.19 \\
125.50 & -13.93 &  2.88 \\
175.50 & -7.66 &  6.19 \\
225.50 & -8.32 &  6.68 \\
275.50 & 42.94 &  7.87 \\
325.50 & 51.37 & 17.41 \\
375.50 & 11.72 & 18.82 \\
425.50 & -45.30 & 17.41 \\
475.50 & -24.84 & 14.92 \\
525.50 & -53.59 &  7.74 \\
575.50 & -7.44 &  9.03 \\
625.50 & -12.77 & 14.24 \\
675.50 & -50.94 & 22.45 \\
725.50 & -110.64 & 13.59 \\
775.50 & -106.43 & 14.22 \\
825.50 & -65.49 &  8.31 \\
875.50 & -1.25 &  6.34 \\
925.50 & 54.75 & 11.95 \\
975.50 & -20.61 & 11.79 \\
1025.50 & -58.39 &  9.16 \\
1075.50 & -87.03 & 10.64 \\
1125.50 & -55.50 &  4.48 \\
1175.50 & -15.67 &  6.66 \\
1225.50 &  3.58 &  6.48 \\
1275.50 & -28.95 &  5.38 \\
1325.50 & -48.05 &  6.82 \\
1375.50 & -43.49 &  4.95 \\
1425.50 & -36.98 &  5.51 \\
1475.50 & -7.65 &  2.23 \\
1525.50 & -1.87 &  2.80 \\
1575.50 &  8.26 &  3.17 \\
1625.50 & -13.93 &  2.54 \\
1675.50 & -26.51 &  2.63 \\
1725.50 & -17.91 &  3.16 \\
1775.50 & -14.00 &  1.88 \\
1825.50 & -4.42 &  1.86 \\
1875.50 & -3.26 &  1.86 \\
1925.50 & -10.64 &  1.30 \\
1975.50 & -13.28 &  2.13 \\
2025.50 & -11.23 &  1.39 \\
2075.50 & -6.95 &  1.35 \\
2125.50 & -5.00 &  1.05 \\
2175.50 & -0.27 &  1.10 \\
2225.50 & -2.40 &  1.23 \\
2275.50 & -4.92 &  1.15 \\
2325.50 & -9.04 &  1.19 \\
2375.50 & -4.92 &  1.01 \\
2425.50 & -3.43 &  0.79 \\
2475.50 &  0.42 &  0.73 \\
2525.50 & -3.43 &  0.79 \\
2575.50 & -2.34 &  0.86 \\
2625.50 & -1.60 &  0.79 \\
2675.50 & -2.32 &  0.77 \\
2725.50 & -2.59 &  0.80 \\
2775.50 &  0.33 &  0.75 \\
2825.50 & -2.33 &  0.77 \\
2875.50 & -1.81 &  0.78 \\
2925.50 &  0.08 &  0.79 \\
2975.50 & -2.41 &  0.81 \\
3025.50 & -0.77 &  0.82 \\
3075.50 &  0.24 &  0.79 \\
3125.50 & -1.51 &  0.85 \\
3175.50 & -0.23 &  0.89 \\
3225.50 &  0.41 &  0.90 \\
3275.50 &  0.50 &  0.85 \\
3325.50 &  2.12 &  0.83 \\
3375.50 &  0.96 &  0.83 \\
3425.50 &  1.51 &  0.82 \\
3475.50 & -0.49 &  0.82 \\
3525.50 & -0.11 &  0.81 \\
3575.50 &  0.76 &  0.83 \\
3625.50 & -1.26 &  0.81 \\
3675.50 & -0.83 &  0.86 \\
3725.50 & -0.19 &  0.85 \\
3775.50 &  0.38 &  0.88 \\
3825.50 & -2.52 &  0.88 \\
3875.50 & -0.98 &  0.91 \\
3925.50 & -0.40 &  0.95 \\
3975.50 & -0.38 &  1.03 \\
4025.50 &  0.98 &  1.02 \\
4075.50 &  0.93 &  1.01 \\
4125.50 &  0.52 &  1.05 \\
4175.50 & -0.64 &  1.05 \\
4225.50 &  0.06 &  1.07 \\
4275.50 &  1.23 &  1.11 \\
4325.50 & -1.26 &  1.08 \\
4375.50 &  0.32 &  1.14 \\
4425.50 &  1.11 &  1.16 \\
4475.50 & -0.69 &  1.19 \\
4525.50 &  1.43 &  1.23 \\
4575.50 &  1.20 &  1.31 \\
4625.50 &  2.97 &  1.33 \\
4675.50 & -1.60 &  1.40 \\
4725.50 &  0.20 &  1.40 \\
4775.50 & -1.92 &  1.49 \\
4825.50 &  1.71 &  1.46 \\
4875.50 & -0.63 &  1.48 \\
4925.50 &  2.87 &  1.48 \\
4975.50 & -1.97 &  1.47 \\
