25.50 & -327.02 &  1.13 \\
75.50 & -50.09 &  0.99 \\
125.50 & -106.29 &  4.82 \\
175.50 & -19.24 &  7.75 \\
225.50 & -28.36 &  8.51 \\
275.50 & 83.02 &  9.98 \\
325.50 & 78.90 & 20.79 \\
375.50 & 13.89 & 20.50 \\
425.50 & -69.58 & 20.24 \\
475.50 & -23.26 & 18.00 \\
525.50 & -79.04 &  8.56 \\
575.50 & -1.50 & 10.54 \\
625.50 & -10.37 & 16.60 \\
675.50 & -54.25 & 24.72 \\
725.50 & -143.43 & 15.76 \\
775.50 & -129.64 & 16.98 \\
825.50 & -86.15 & 10.22 \\
875.50 &  1.82 &  7.52 \\
925.50 & 89.65 & 13.10 \\
975.50 & -26.43 & 13.05 \\
1025.50 & -69.89 & 10.29 \\
1075.50 & -110.65 & 12.15 \\
1125.50 & -67.29 &  5.04 \\
1175.50 & -13.61 &  7.56 \\
1225.50 & 13.00 &  7.35 \\
1275.50 & -34.08 &  5.63 \\
1325.50 & -57.87 &  7.59 \\
1375.50 & -52.40 &  5.85 \\
1425.50 & -45.09 &  6.11 \\
1475.50 & -4.92 &  2.42 \\
1525.50 & -3.42 &  3.12 \\
1575.50 & 15.46 &  3.53 \\
1625.50 & -14.31 &  2.88 \\
1675.50 & -34.16 &  2.99 \\
1725.50 & -20.77 &  3.64 \\
1775.50 & -17.28 &  2.11 \\
1825.50 & -3.28 &  2.08 \\
1875.50 & -2.07 &  2.16 \\
1925.50 & -12.72 &  1.48 \\
1975.50 & -16.62 &  2.46 \\
2025.50 & -14.44 &  1.63 \\
2075.50 & -7.49 &  1.53 \\
2125.50 & -6.33 &  1.21 \\
2175.50 &  1.22 &  1.23 \\
2225.50 & -2.51 &  1.39 \\
2275.50 & -5.64 &  1.29 \\
2325.50 & -12.11 &  1.33 \\
2375.50 & -5.81 &  1.17 \\
2425.50 & -4.61 &  0.91 \\
2475.50 &  2.11 &  0.85 \\
2525.50 & -5.17 &  0.91 \\
2575.50 & -2.71 &  0.97 \\
2625.50 & -1.61 &  0.90 \\
2675.50 & -2.95 &  0.88 \\
2725.50 & -3.80 &  0.91 \\
2775.50 &  1.56 &  0.87 \\
2825.50 & -3.53 &  0.88 \\
2875.50 & -2.54 &  0.89 \\
2925.50 &  0.95 &  0.91 \\
2975.50 & -3.92 &  0.92 \\
3025.50 & -0.89 &  0.95 \\
3075.50 &  0.90 &  0.92 \\
3125.50 & -2.55 &  0.96 \\
3175.50 & -0.19 &  1.03 \\
3225.50 &  0.68 &  1.04 \\
3275.50 &  0.45 &  0.98 \\
3325.50 &  3.49 &  0.95 \\
3375.50 &  1.10 &  0.95 \\
3425.50 &  2.65 &  0.95 \\
3475.50 & -1.16 &  0.94 \\
3525.50 & -0.25 &  0.95 \\
3575.50 &  1.68 &  0.97 \\
3625.50 & -2.29 &  0.93 \\
3675.50 & -1.33 &  1.02 \\
3725.50 & -0.22 &  0.98 \\
3775.50 &  1.27 &  1.04 \\
3825.50 & -4.62 &  1.02 \\
3875.50 & -1.31 &  1.05 \\
3925.50 & -0.50 &  1.12 \\
3975.50 & -0.82 &  1.19 \\
4025.50 &  1.85 &  1.19 \\
4075.50 &  1.59 &  1.18 \\
4125.50 &  0.96 &  1.22 \\
4175.50 & -1.36 &  1.21 \\
4225.50 & -0.01 &  1.25 \\
4275.50 &  2.73 &  1.30 \\
4325.50 & -2.92 &  1.27 \\
4375.50 &  0.64 &  1.32 \\
4425.50 &  2.34 &  1.36 \\
4475.50 & -1.98 &  1.39 \\
4525.50 &  2.74 &  1.42 \\
4575.50 &  1.63 &  1.55 \\
4625.50 &  6.22 &  1.54 \\
4675.50 & -4.11 &  1.65 \\
4725.50 &  1.08 &  1.67 \\
4775.50 & -4.52 &  1.74 \\
4825.50 &  4.25 &  1.73 \\
4875.50 & -2.39 &  1.75 \\
4925.50 &  6.90 &  1.74 \\
4975.50 & -4.99 &  1.73 \\
